32,27461
64,17026
128,30925
128,26128
128,15969
128,15911
128,8509
128,16001
128,12698
128,17786
128,14261
128,17455
128,11522
128,13697
128,9284
128,13585
128,13956
128,11315
128,16668
32,20634
32,16096
32,13266
64,20625
64,17982
64,25879
128,13011
128,12147
128,14590
8000,8503
128,9501
128,10876
128,13747
128,14324
128,12222
128,10622
128,11932
128,14849
128,8499
128,12777
128,8706
128,15237
128,11384
128,10951
128,13005
128,7306
128,8370
128,13652
